Permit Number,Permit Type,Permit Sub-Type,Address,Status,Project Type,Valuation,Parcel Number,Date Entered,Date Issued,Date Completed,Date Expired,Date Renewed,Class Code,Class Code Description,Class Code Section,Number of Units,Permit Type Code
14BLD-5102,,Building Combo,"17 SEA COLONY DR
SANTA MONICA, CA 90405
(33.99772759600006, -118.48235344799997)",Issued,UNDEFINED,$209280.00,4288020058,12/08/2014,04/08/2015,,11/29/2015,,,,,0,Residential
15BLD-1102,,Building Combo,,Issued,NEW SINGLE FAMILY CONSTRUCTION,$415975.00,4270020030,03/23/2015,04/08/2015,,11/28/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-1334,,Building Combo,,Issued,UNDEFINED,$320550.00,4291017025,04/06/2015,04/08/2015,,11/24/2015,,,,,0,Commercial
15BLD-1380,,Demolition,"2642 32ND ST
SANTA MONICA, CA 90405
(34.02213177200008, -118.45289305899996)",Issued,UNDEFINED,$10000.00,4270020030,04/08/2015,04/08/2015,,11/10/2015,,645,Demolish One-family Buildings,Section VI - Demolitions,0,Residential
15BLD-1397,,Building Combo,"1544 12TH ST
SANTA MONICA, CA 92103
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$15000.00,4282031055,04/08/2015,04/08/2015,,11/28/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
06CBP0755,,Building Combo,"2601 25TH ST
SANTA MONICA, CA 90405
(34.018020431000025, -118.45968575999996)",Issued,NEW COMMERCIAL CONSTRUCTION,$0.00,4270011054,09/26/2006,09/26/2006,,09/07/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
11STP2529,,Mechanical,"2603 CLOVERFIELD BLVD
SANTA MONICA, CA 90405
(34.016590449000034, -118.46140611699997)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4273011017,12/22/2011,12/22/2011,,10/09/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
12CBP0776,,Building Combo,"420 GEORGINA AVE
SANTA MONICA, CA 90402
(34.028677885000036, -118.50901033599996)",PENDING,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$55000.00,4293006004,08/31/2012,01/01/1900,,02/27/2013,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,,Commercial
12CBP1059,,Building Combo,"526 ADELAIDE DR
SANTA MONICA, CA 90402
(34.03188699000003, -118.51034237399995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4293001008,11/15/2012,11/16/2012,,09/09/2015,07/01/2014,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
13CBP1069,,Building Combo,"722 17TH ST
SANTA MONICA, CA 90402
(34.03505568300005, -118.49306512099997)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$571225.85,4279025005,12/09/2013,12/13/2013,,08/19/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0021,,Building Combo,"1415 OCEAN AVE
SANTA MONICA, CA 90401
(34.013533445000064, -118.497399944)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$47175.00,4291015023,01/10/2014,01/13/2014,,10/04/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14STP0325,,Other,"815 10TH ST
SANTA MONICA, CA 90403
(34.028802331000065, -118.49854992099995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4281024062,02/24/2014,02/24/2014,,10/03/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0551,,Mechanical,"3420 OCEAN PARK BLVD
SANTA MONICA, CA 90405
(34.02232650800005, -118.44969432499994)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$22000.00,4272029015,02/11/2015,02/11/2015,,08/10/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0676,,Mechanical,"2510 ARIZONA AVE
SANTA MONICA, CA 90404
(34.03425838600003, -118.47631088199995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2400.00,4276021023,02/20/2015,02/20/2015,,08/19/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1281,,Building Combo,"1115 BERKELEY ST
SANTA MONICA, CA 90403
(34.04122277700003, -118.47455019599994)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$214999.65,4266007031,04/01/2015,04/09/2015,,11/08/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1373,,Building Combo,"2221 SANTA MONICA BLVD
SANTA MONICA, CA 90404
(34.030393633000074, -118.47793790399999)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$10000.00,4276025042,04/07/2015,04/09/2015,,10/06/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1377,,Building Combo,"947 6TH ST
SANTA MONICA, CA 91403
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$19500.00,4292007017,04/08/2015,04/09/2015,,10/06/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Residential
15BLD-1400,,Building Combo,"2910 NEILSON WAY
SANTA MONICA, CA 90405
(33.998679380000056, -118.481321004)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$15000.00,4288020088,04/09/2015,04/09/2015,,10/06/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Residential
15BLD-1401,,,"2520 23RD ST
SANTA MONICA, CA 90405
(34.01616064800004, -118.46249271899995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4800.00,4273015023,04/09/2015,04/09/2015,,10/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1402,,Sign,"902 BROADWAY
SANTA MONICA, CA 90401
(34.01901400700007, -118.48876114399997)",Issued,NEW COMMERCIAL CONSTRUCTION,$5000.00,4282029033,04/09/2015,04/09/2015,,10/06/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-1412,,Building Combo,"2012 LA MESA DR
SANTA MONICA, CA 90402
(34.04483748500007, -118.49864095199996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$22000.00,4407020017,04/09/2015,04/09/2015,,11/25/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1413,,Demolition,"311 16TH ST
SANTA MONICA, CA 90402
(34.038912452000034, -118.49933001599999)",Issued,UNDEFINED,$10000.00,4279022014,04/09/2015,04/09/2015,,10/06/2015,,645,Demolish One-family Buildings,Section VI - Demolitions,0,Residential
14CBP0519,,Building Combo,"3011 LINDA LANE
SANTA MONICA, CA 90405
(34.00673498200007, -118.46721361799996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4285032026,06/17/2014,06/20/2014,,06/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0586,,Building Combo,"1331 WILSHIRE BLVD
SANTA MONICA, CA 00000
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$1050000.00,4281012025,07/07/2014,07/09/2014,,11/16/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0114,,Building Combo,"2450 COLORADO AVE
SANTA MONICA, CA 90404
(34.02897747800006, -118.47320087399999)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$1356150.00,4268018049,01/12/2015,02/05/2015,,11/25/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0779,,Sign,"395 SANTA MONICA PLACE
SANTA MONICA, CA 90401
(34.015022388000034, -118.49376113799997)",Issued,NEW COMMERCIAL CONSTRUCTION,$3870.00,4291026026,02/26/2015,02/26/2015,,08/25/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-1425,,Building Combo,"301 ARIZONA AVE
SANTA MONICA, CA 20852
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$119650.00,4291003009,04/10/2015,04/13/2015,,10/10/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1432,,Building Combo,"2927 NEBRASKA AVE
SANTA MONICA, CA 90404
(34.03082343400007, -118.46455760799995)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$10000.00,4268003006,04/13/2015,04/13/2015,,10/10/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1433,,Mechanical,"3032 PAULA DR
SANTA MONICA, CA 90405
(34.00621069400006, -118.46736341399998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$17552.00,4285032020,04/13/2015,04/13/2015,,10/10/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1435,,Windows,"3020 URBAN AVE
SANTA MONICA, CA 90404
(34.02643554500003, -118.45826730099998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$3000.00,4274033004,04/13/2015,04/13/2015,,10/10/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
13CBP0095,,Building Combo,"1010 BROADWAY
SANTA MONICA, CA 92658
",Issued,NEW SINGLE FAMILY CONSTRUCTION,$300001.00,4282030024,02/04/2013,02/04/2013,,12/01/2015,02/11/2014,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
14CBP0317,,Building Combo,"1847 14TH ST
SANTA MONICA, CA 00000
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4283033917,04/22/2014,04/22/2014,,10/10/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14STP1278,,Roofing,"1208 PINE ST
SANTA MONICA, CA 90405
(34.01053520800008, -118.47402590799999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$0.00,4284023018,07/07/2014,07/07/2014,,10/14/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0565,,Building Combo,"1131 HILL ST
SANTA MONICA, CA 90405
(34.007485118000034, -118.47138372499995)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$226646.95,4285011020,02/11/2015,04/14/2015,,10/11/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14BLD-5130,,Building Combo,,Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$340800.00,4291016021,12/09/2014,04/15/2015,,10/12/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0944,,Building Combo,"256 24TH ST
SANTA MONICA, CA 90402
(34.04623866000003, -118.49272859399997)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$825294.40,4278015021,03/10/2015,04/15/2015,,11/14/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-0945,,Demolition,"256 24TH ST
SANTA MONICA, CA 90402
(34.04623866000003, -118.49272859399997)",Issued,UNDEFINED,$12000.00,4278015021,03/10/2015,04/15/2015,,10/12/2015,,645,Demolish One-family Buildings,Section VI - Demolitions,0,Residential
15BLD-1225,,Plumbing,,Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4500.00,,03/31/2015,04/15/2015,,10/12/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1226,,Plumbing,,Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$3300.00,,03/31/2015,04/15/2015,,10/12/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1228,,Plumbing,,Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$900.00,,03/31/2015,04/15/2015,,10/12/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14CBP0460,,Building Combo,"2002 WILSHIRE BLVD
SANTA MONICA, CA 93463
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4276014026,06/02/2014,06/02/2014,,10/13/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14STP1746,,Other,"1221 OLYMPIC BLVD
SANTA MONICA, CA 90212
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4283007036,09/09/2014,02/24/2015,,08/24/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0095,,Building Combo,"2425 OLYMPIC BLVD
SANTA MONICA, CA 90404
(34.02772725300008, -118.47106915199998)",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$1453875.00,4268018047,01/09/2015,02/05/2015,,10/20/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-0323,,Building Combo,"20 OCEAN PARK BLVD
SANTA MONICA, CA 90405
(34.00137687200004, -118.485113163)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$211077.60,4288021061,01/27/2015,04/16/2015,,10/13/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1493,,Pool,"316 ADELAIDE DR
SANTA MONICA, CA 90402
(34.029620452000074, -118.51298685999996)",Issued,NEW COMMERCIAL CONSTRUCTION,$28000.00,4293002010,04/16/2015,04/16/2015,,10/13/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
15BLD-1426,,Building Combo,"1666 11TH ST
SANTA MONICA, CA 00000
",Issued,SIGNIFICANT COMMERCIAL CONSTRUCTION,$2204379.84,4283005017,04/10/2015,04/17/2015,,10/14/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1496,,Electrical,"705 7TH ST
SANTA MONICA, CA 90402
(34.02754288700004, -118.50261056299996)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$500.00,4293011025,04/17/2015,04/17/2015,,10/18/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1497,,Roofing,"2605 24TH ST
SANTA MONICA, CA 90405
(34.01731062500005, -118.46058569299998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10266.00,4273010018,04/17/2015,04/17/2015,,10/19/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14CBP0483,,Building Combo,"2215 DEWEY ST
SANTA MONICA, CA 90405
(34.00934605300006, -118.45739271999997)",Issued,NEW SINGLE FAMILY CONSTRUCTION,$527025.45,4272014018,06/06/2014,07/01/2014,,09/27/2015,,101,One-Family Houses Detached,Section I - Residential Housekeeping Buildings,0,Residential
15BLD-0040,,Building Combo,"1819 OCEAN AVE
SANTA MONICA, CA 90401
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$12000.00,4290014904,01/06/2015,04/20/2015,,10/17/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1508,,Building Combo,"305 GEORGINA AVE
SANTA MONICA, CA 90402
",Issued,UNDEFINED,$60000.00,4293003012,04/18/2015,04/20/2015,,11/22/2015,,438,Residential Garages & Carports (Attached or Not),Section IV - Additions & Alterations,0,Residential
14CBP0293,,Building Combo,,Issued,NEW MULTI-FAMILY CONSTRUCTION,$1515157.89,4282008070,04/14/2014,06/06/2014,,07/19/2015,,105,5 or More Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
14CBP0401,,Building Combo,"301 OCEAN AVE
SANTA MONICA, CA 90265
",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$11045334.00,4293003021,05/12/2014,05/19/2014,,10/18/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-1154,,Electrical,"319 25TH ST
SANTA MONICA, CA 90402
(34.04617298000005, -118.49092066399999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1000.00,4278004018,03/25/2015,03/25/2015,,09/30/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1532,,Sign,"1350 3RD STREET PROM
SANTA MONICA, CA 90401
(34.01629594600007, -118.49692610699998)",Issued,NEW COMMERCIAL CONSTRUCTION,$6000.00,4291013010,04/21/2015,04/21/2015,,10/18/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Commercial
15BLD-1536,,Building Combo,"620 SANTA MONICA BLVD
SANTA MONICA, CA 30346
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$19000.00,4291020028,04/21/2015,04/21/2015,,12/02/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1547,,Plaster,"2001 OCEAN AVE
SANTA MONICA, CA 90212
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$1500.00,4289020009,04/21/2015,04/21/2015,,11/01/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
D97-110,,Demolition,"1201 GEORGINA AVE
SANTA MONICA, CA 90402
(34.03706995400006, -118.50441042699998)",PENDING,UNDEFINED,$0.00,4280007023,01/05/1998,01/01/1900,,01/01/1900,,645,Demolish One-family Buildings,Section VI - Demolitions,0,Commercial
14BLD-5281,,Building Combo,"2009 DEWEY ST
SANTA MONICA, CA 90405
(34.00823640600004, -118.45951176599999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$12000.00,4272007015,12/17/2014,04/22/2015,,11/08/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14CBP0166,,Building Combo,"1314 7TH ST
SANTA MONICA, CA 00000
",ISSUED,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$0.00,4291009807,02/28/2014,10/03/2014,,09/14/2015,10/03/2014,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
14CBP0778,,Building Combo,"3224 PEARL ST
SANTA MONICA, CA 90723
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$5500.00,4270019048,09/03/2014,09/23/2014,,10/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0916,,Building Combo,"1233 23RD ST
SANTA MONICA, CA 90404
(34.03262329800003, -118.47976081399997)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$74466.24,4276017026,10/13/2014,10/15/2014,,08/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
14CBP0932,,Building Combo,"1318 2ND ST
SANTA MONICA, CA 60606
",Issued,NEW MULTI-FAMILY CONSTRUCTION,$11188516.50,4291014005,10/16/2014,10/17/2014,,10/13/2015,,105,5 or More Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
15BLD-1553,,Drywall,"817 14TH ST
SANTA MONICA, CA 90401
(34.03195400900006, -118.49486055599999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$400.00,4281009020,04/22/2015,04/22/2015,,11/01/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1556,,Electrical,"1033 9TH ST
SANTA MONICA, CA 92672
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$318.00,4281029039,04/22/2015,04/22/2015,,10/19/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1562,,,"834 2ND ST
SANTA MONICA, CA 91107
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2218.00,4292025005,04/22/2015,04/22/2015,,11/22/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1563,,,"233 WILSHIRE BLVD
SANTA MONICA, CA 94403
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$4000.00,4292021022,04/22/2015,04/22/2015,,10/19/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1565,,Building Combo,"224 18TH ST
SANTA MONICA, CA 10274
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$40000.00,4279020007,04/22/2015,04/22/2015,,10/19/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1574,,Electrical,"830 COLORADO AVE
SANTA MONICA, CA 90212
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$1500.00,4283001004,04/22/2015,04/22/2015,,10/19/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1575,,Building Combo,"520 BROADWAY
SANTA MONICA, CA 10019
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$4800.00,4291024002,04/22/2015,04/22/2015,,10/19/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1580,,Plumbing,"2838 11TH ST
SANTA MONICA, CA 91304
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$1500.00,4285012020,04/23/2015,04/23/2015,,10/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1581,,Building Combo,"1221 OCEAN AVE
SANTA MONICA, CA 92660
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$5000.00,4291001033,04/23/2015,04/23/2015,,10/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1586,,Building Combo,"2504 BEVERLEY AVE
SANTA MONICA, CA 90405
(34.006389298000045, -118.48016065599995)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$18000.00,4287005026,04/23/2015,04/23/2015,,10/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1590,,Roofing,"2518 WILSHIRE BLVD
SANTA MONICA, CA 90402
(34.03569890500006, -118.47782366899997)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$11000.00,4276020004,04/23/2015,04/23/2015,,11/24/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Residential
15BLD-1594,,Sign,"1202 3RD STREET PROM
SANTA MONICA, CA 20852
",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$1200.00,4291002001,04/23/2015,04/23/2015,,10/20/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1595,,Building Combo,"517 PIER AVE
SANTA MONICA, CA 91359
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$10000.00,4287026043,04/23/2015,04/23/2015,,11/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1609,,Electrical,"1332 OAK ST
SANTA MONICA, CA 90402
(34.00907056700004, -118.47059743699998)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$7400.00,4285010005,04/24/2015,04/24/2015,,10/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1610,,Electrical,"660 PIER AVE
SANTA MONICA, CA 90406
(34.00267420000006, -118.47509974799999)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2100.00,4287029009,04/24/2015,04/24/2015,,10/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1611,,Plumbing,"1827 10TH ST
SANTA MONICA, CA 91301
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$2200.00,4283023022,04/24/2015,04/24/2015,,10/21/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1612,,Roofing,"1959 CLOVERFIELD BLVD
SANTA MONICA, CA 90401
(34.02347405100005, -118.46799843199994)",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$39000.00,4274001043,04/24/2015,04/24/2015,,10/20/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
14CBP0105,,Building Combo,"725 ARIZONA AVE
SANTA MONICA, CA 00000
",PENDING,SIGNIFICANT COMMERCIAL CONSTRUCTION,$168375.00,4291007008,02/11/2014,01/01/1900,,08/10/2014,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,1,Commercial
14CBP0868,,Building Combo,"2960 NEILSON WAY
SANTA MONICA, CA 90405
(33.99819887900003, -118.48085087299995)",Issued,SIGNIFICANT SINGLE FAMILY CONSTRUCTION,$95625.00,4288020115,12/15/2014,10/06/2014,,09/22/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Commercial
15BLD-0485,,Building Combo,"1681 26TH ST
SANTA MONICA, CA 90404
(34.02834141900007, -118.46980625199996)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$39000.00,4268001040,02/05/2015,04/27/2015,,11/15/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
15BLD-1620,,Building Combo,"811 6TH ST
SANTA MONICA, CA 90069
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$20000.00,4292008020,04/27/2015,04/27/2015,,10/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1623,,Temporary Structure,"3021 AIRPORT AVE
SANTA MONICA, CA 90405
(34.01406180300006, -118.44980892299998)",Issued,NEW COMMERCIAL CONSTRUCTION,$15000.00,4272026902,04/27/2015,04/27/2015,,11/01/2015,,329,Structures Other Than Buildings,Section III - New Non-Residential Buildings,0,Residential
15BLD-1627,,Mechanical,"2406 IDAHO AVE
SANTA MONICA, CA 91203
",Issued,INSIGNIFICANT SINGLE FAMILY CONSTRUCTION,$4000.00,4277016011,04/27/2015,04/27/2015,,10/24/2015,,434,Add or Alter Dwellings (No Increase or Decrease In Units),Section IV - Additions & Alterations,0,Residential
15BLD-1629,,Mechanical,"1820 BROADWAY
SANTA MONICA, CA 90404
(34.02628805300003, -118.47978040299995)",Issued,INSIGNIFICANT COMMERCIAL CONSTRUCTION,$5000.00,4275013003,04/27/2015,04/27/2015,,10/24/2015,,437,Add or Alter All Other Buildings & Structures,Section IV - Additions & Alterations,0,Commercial
12CBP0838,,Building Combo,"1919 4TH ST
SANTA MONICA, CA 90266
",Issued,NEW MULTI-FAMILY CONSTRUCTION,$1098046.25,4289011021,09/20/2012,10/22/2012,,07/20/2015,04/16/2013,104,3 or 4 Family Buildings,Section I - Residential Housekeeping Buildings,0,Commercial
