Ledger Type,Cost Center Type,Fund Id,Fund Description,Expenditure Category Id,Expenditure Category Description,Project ID,Project Description,Fiscal year,July,August,September,October,November,December,January,February,March,April,May,June
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0749,TRANSIT CENTER PROJECT        ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0749,TRANSIT CENTER PROJECT        ,12,17745,12034.57,10686.88,10538.96,10857.53,11535.78,9138.68,0,20795.35,80,18277.36,8918.73
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0749,TRANSIT CENTER PROJECT        ,12,0,0,0,0,0,187.79,-187.79,0,0,0,0,0
AA,JB,00014,TORCA Fund                    ,720,COMM & ECON DEV (CIP)         ,0377,TORCA AFFORDABLE HSING TRST FD,10,0,36680.01,0,0,0,0,0,0,0,0,0,0
AA,JB,00014,TORCA Fund                    ,720,COMM & ECON DEV (CIP)         ,0377,TORCA AFFORDABLE HSING TRST FD,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,10,0,0,0,0,0,67035.96,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,0050,LOW/MOD INCOME HOUSING        ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,0344,HOME HOUSING TRUST FUND       ,10,0,0,156726.71,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,0344,HOME HOUSING TRUST FUND       ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2006 STATE COPS GRANT         ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2006 STATE COPS GRANT         ,11,0,0,0,0,0,0,0,0,0,8.75,838.96,0
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2006 STATE COPS GRANT         ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00055,Info Tech Rplcmnt & Svcs Fund ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0340,SIGNING & STRIPING PLAN PREP  ,10,0,0,35937.07,0,0,6165.83,4650,0,4528,0,0,1881.5
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0340,SIGNING & STRIPING PLAN PREP  ,11,0,8969.93,0,4241.41,2700,8814.6,855,0,0,1270,1734.46,1120.91
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0340,SIGNING & STRIPING PLAN PREP  ,12,0,0,0,0,0,0,0,9037,242.04,1404.61,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0362,CASHIERING SYSTEM             ,10,0,0,0,0,0,0,0,0,0,0,0,2474.51
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0362,CASHIERING SYSTEM             ,11,22.65,10447.74,0,0,0,0,1045.7,0,0,1140,0,2850
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0362,CASHIERING SYSTEM             ,12,0,1301.13,0,0,0,0,0,951.58,0,0,350.98,1.61
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0363,COMMUNITY GARDENS             ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0363,COMMUNITY GARDENS             ,11,0,0,230.74,0,0,0,100,2251.2,1819.63,4427.8,2010.26,3741.6
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0363,COMMUNITY GARDENS             ,12,0,0,0,0,-8.08,8.08,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0364,ASSESSMENT OF SURVEY POINTS   ,12,0,0,0,0,11054.34,11437.2,0,972.5,0,0,0,4222.5
AA,JB,00001,General Fund                  ,730,PUBLIC SAFETY (CIP)           ,0365,FIRE FACILITY EVALUATION      ,11,5000,0,0,0,10000,0,0,0,0,0,0,6600
AA,JB,00001,General Fund                  ,730,PUBLIC SAFETY (CIP)           ,0365,FIRE FACILITY EVALUATION      ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0366,COLORADO TRAFFIC & CROSSWALKS ,10,0,0,0,45807.69,0,0,0,0,0,0,60593.85,7598.46
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0366,COLORADO TRAFFIC & CROSSWALKS ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0367,OLYMPIC BLVD CROSSWALKS       ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00011,Beach Recreation Fund         ,740,RECREATIONAL & CULTURAL (CIP) ,0369,BEACH ACCESSIBLITY WALKWAYS   ,10,0,0,0,0,0,0,600,450,0,0,-1050,0
AA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,0375,ROOF REPLACEMENT 250 BLDG     ,11,0,0,0,0,0,0,0,0,5390,0,0,0
AA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,0375,ROOF REPLACEMENT 250 BLDG     ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00030,Pier Fund                     ,720,COMM & ECON DEV (CIP)         ,0426,1600 OCEANFRONT AVE (HEAL BAY),10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0646,PROP C LR-PED EXT TO TRS MALL ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0604,BUS STOP IMPROVEMENTS PROP A  ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0835,ARIZ AVE STSCP/BIKEP-TDA ART 3,10,0,0,0,0,0,0,0,0,22687.96,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0835,ARIZ AVE STSCP/BIKEP-TDA ART 3,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,0447,OFF-LEASH DOG PARK IMPROVEMENT,10,0,0,2204,0,0,0,0,0,928.49,928.49,690.29,2350
AA,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,0447,OFF-LEASH DOG PARK IMPROVEMENT,11,4.22,0,0,0,0,1855,0,0,0,0,0,0
AA,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,0447,OFF-LEASH DOG PARK IMPROVEMENT,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0840,BEACH RESTROOM ACCESSIBILITY  ,10,0,7.5,0,1934.9,28637.58,15325.09,18318.5,15052,13376,86599.7,636756.7,1300575
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0840,BEACH RESTROOM ACCESSIBILITY  ,11,0,5523.95,0,12896.3,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0840,BEACH RESTROOM ACCESSIBILITY  ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0407,TRAFFIC SIGNAL UPGRADE & MODER,12,0,0,1735,0,0,0,10612.58,0,200000,32.7,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0955,URBAN FOREST RENEWAL          ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0955,URBAN FOREST RENEWAL          ,11,0,0,48906,10410,30110,4790,26155.6,87347,76242,43294,64325,0
AA,JB,00001,General Fund                  ,740,RECREATIONAL & CULTURAL (CIP) ,0955,URBAN FOREST RENEWAL          ,12,0,112447,1300,24500,49167,0,0,22306.4,-1300,0,0,0
AA,JB,00024,Beach House Fund              ,740,RECREATIONAL & CULTURAL (CIP) ,0520,415 PCH                       ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00024,Beach House Fund              ,740,RECREATIONAL & CULTURAL (CIP) ,0520,415 PCH                       ,10,0,0,0,0,0,0,0,0,281.28,0,0,0
AA,JB,00024,Beach House Fund              ,740,RECREATIONAL & CULTURAL (CIP) ,0520,415 PCH                       ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0841,EAST COLORADO TRAFFIC IMP     ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,BBB EXPANSION PROJECT         ,10,-609680.84,722136.1,8184.43,1701985.86,133015.32,131507.4,53174.87,26776.28,7351.17,102092.42,123815.68,120018.04
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,BBB EXPANSION PROJECT         ,10,0,0,0,0,0,0,0,15221.02,0,0,0,918.73
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,BBB EXPANSION PROJECT         ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,BBB EXPANSION PROJECT         ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,BBB EXPANSION PROJECT         ,11,0,202232.66,13272.33,3193.86,75691.46,-66361.65,104629.2,22390.5,22691.1,9355.3,641147,1109270.96
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,BBB EXPANSION PROJECT         ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,BBB EXPANSION PROJECT         ,12,983.62,284754.55,983.62,37291.62,1016.58,99089.9,75139.9,2009.61,980.79,1075.53,1010.21,0
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,ACCESS CENTER                 ,10,0,0,0,39910,0,0,0,0,0,0,0,0
AA,JB,00041,Big Blue Bus Fund             ,750,BIG BLUE BUS(CIP)             ,0104,ACCESS CENTER                 ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0762,NEIGHBORHOOD DESIGN IMP       ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,730,PUBLIC SAFETY (CIP)           ,0688,2006 TECHNOLOGY INITIATIVE    ,10,0,0,0,0,0,0,212599,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,730,PUBLIC SAFETY (CIP)           ,0688,2006 TECHNOLOGY INITIATIVE    ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0456,2ND & 4TH ST-PED EXT          ,10,0,12342.71,0,0,0,0,0,0,1925,1975,4360,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0456,2ND & 4TH ST-PED EXT          ,11,0,7055.4,0,20164.72,0,3462.5,0,756.43,0,4070.89,20200.06,0
AA,JB,00001,General Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0456,2ND & 4TH ST-PED EXT          ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00043,Gas Tax Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0007,SIDEWALK REPAIR/REPLACEMENT   ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00043,Gas Tax Fund                  ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0007,SIDEWALK REPAIR/REPLACEMENT   ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00031,Wastewater Fund               ,760,WATER & WASTEWATER (CIP)      ,0864,OCEAN/COLORADO SEWER AB1600   ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0770,CONTENT BASED WEB SYSTEM      ,10,0,0,1983.68,0,0,1007.48,0,1052.7,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0770,CONTENT BASED WEB SYSTEM      ,11,0,0,0,0,0,0,2503.31,25.22,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0770,CONTENT BASED WEB SYSTEM      ,12,0,0,0,0,0,0,0,0,4275,0,3000,2250
AA,JB,00044,SCAQMD AB 2766 Fund           ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0167,FLEET VEHICLE REPLACEMENT     ,10,0,0,0,0,0,0,0,-95271,0,0,175000,0
AA,JB,00044,SCAQMD AB 2766 Fund           ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0167,FLEET VEHICLE REPLACEMENT     ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0407,TRAFFIC SIGNAL-OFFICE DISTRICT,11,0,0,0,0,0,0,0,0,0,0,45540.86,0
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0407,TRAFFIC SIGNAL-OFFICE DISTRICT,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0407,TRAFFIC SIGNAL-PLAYA VISTA    ,11,0,0,0,0,0,0,0,0,0,0,0,79730.66
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0407,TRAFFIC SIGNAL-PLAYA VISTA    ,12,-39865.33,0,0,0,0,0,0,0,0,0,0,32170.01
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0407,TRAFFIC SIGNAL-OTHER          ,11,0,0,0,0,0,0,0,0,911.65,0,0,0
AA,JB,00004,Special Revenue Source Fund   ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0407,TRAFFIC SIGNAL-OTHER          ,12,0,0,0,0,0,1848,0,0,56.55,0,0,0
AA,JB,00014,TORCA Fund                    ,720,COMM & ECON DEV (CIP)         ,0377,TORCA AFFORDABLE HSING TRST FD,10,0,0,0,0,0,0,0,0,0,0,1381668,12665.3
AA,JB,00014,TORCA Fund                    ,720,COMM & ECON DEV (CIP)         ,0377,TORCA AFFORDABLE HSING TRST FD,11,0,0,0,0,0,0,0,0,0,0,28308.77,2209.93
AA,JB,00014,TORCA Fund                    ,720,COMM & ECON DEV (CIP)         ,0377,TORCA AFFORDABLE HSING TRST FD,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,10,0,0,0,0,0,0,47855,0,15950,0,7500,20.28
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,10,0,0,0,0,0,33513,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,10,0,0,0,0,0,2037450.17,0,0,4705,39977.02,151131.88,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,11,0,2218.69,0,16650,0,15110,-47783.92,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,11,5.23,13800,0,0,0,0,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00015,Low/Mod Incme Housing Asset Fd,720,COMM & ECON DEV (CIP)         ,0049,CITYWIDE HOUSING ACQUIS/REHAB ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,0050,LOW/MOD INCOME HOUSING        ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,0344,HOME HOUSING TRUST FUND       ,10,0,0,130552,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,720,COMM & ECON DEV (CIP)         ,0344,HOME HOUSING TRUST FUND       ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,0661,PMP-PARK SIGNAGE              ,10,0,0,0,0,0,0,0,0,0,0,0,446.72
AA,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,0661,PMP-PARK SIGNAGE              ,11,0,0,0,0,833.26,4452.94,178.88,0,0,273.95,0,381.77
AA,JB,00053,Parks and Recreation Fund     ,740,RECREATIONAL & CULTURAL (CIP) ,0661,PMP-PARK SIGNAGE              ,12,0,41,0,0,0,0,0,0,0,0,0,0
AA,JB,00055,Info Tech Rplcmnt & Svcs Fund ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00055,Info Tech Rplcmnt & Svcs Fund ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,11,0,0,0,0,378.83,0,322.1,828.7,0,0,0,0
AA,JB,00055,Info Tech Rplcmnt & Svcs Fund ,710,GENERAL GOVERNMENT (CIP)      ,0003,COMPUTER EQUIP REPLACE PROG   ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00055,Info Tech Rplcmnt & Svcs Fund ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,10,0,18.61,1100,0,0,1232.52,5486.83,0,0,0,0,0
AA,JB,00055,Info Tech Rplcmnt & Svcs Fund ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,11,0,0,0,0,0,0,-2564.51,447.93,8337.75,0,0,0
AA,JB,00055,Info Tech Rplcmnt & Svcs Fund ,710,GENERAL GOVERNMENT (CIP)      ,0006,TELECOMMUNICATIONS SERVICES   ,12,0,0,0,0,0,40.86,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0731,ENERGY EFFICIENCY PROGRAM     ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0829,WATER MASTER PLAN             ,11,0,0,0,0,0,0,0,0,0,0,0,27331.25
AA,JB,00025,Water Fund                    ,760,WATER & WASTEWATER (CIP)      ,0829,WATER MASTER PLAN             ,12,0,-10030.57,20328.21,32279.53,0,0,0,51588.82,0,0,70893.44,0
AA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,0790,COUNTYWIDE URBAN RUNOFF PRJS  ,10,0,0,0,0,0,0,0,0,0,5000,0,0
AA,JB,00006,Clean Bchs & Ocean Prcl Tx Fd ,760,WATER & WASTEWATER (CIP)      ,0790,COUNTYWIDE URBAN RUNOFF PRJS  ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2007 STATE COPS GRANT         ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2007 STATE COPS GRANT         ,11,0,0,0,0,0,0,0,647.84,0,42864.24,-838.69,0
AA,JB,00022,COPS Fund                     ,730,PUBLIC SAFETY (CIP)           ,0537,2007 STATE COPS GRANT         ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0963,COMP RM HVAC-PSF              ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0162,HR & CLERK REMODEL            ,10,0,10300,208.58,7560,3900,0,1500,0,5551.14,1941.33,3240,2812
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0162,HR & CLERK REMODEL            ,11,0,290,0,0,0,0,0,214,250560,92048.81,4794.89,31106.94
AA,JB,00001,General Fund                  ,710,GENERAL GOVERNMENT (CIP)      ,0162,HR & CLERK REMODEL            ,12,0,0,57412.51,5069.62,0,0,0,0,0,0,38841.62,66833.41
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,OFFICE SUPPLIES / EXPENSE     ,11,0,11.6,0,0,0,0,0,0,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,OFFICE SUPPLIES / EXPENSE     ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CEQA                          ,10,0,0,2521.25,0,0,0,0,0,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CEQA                          ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,PUBLIC OUTREACH               ,10,0,8881.16,2224.6,9098.34,7333.14,11796.64,15597.44,8918.15,0,37581.14,2748.25,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,PUBLIC OUTREACH               ,11,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION MANAGEMENT       ,10,8017.3,18992.86,10134.37,5564.41,2311.5,14290.55,13024.83,51882.86,23422.24,10383.89,5497.97,4337.82
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION MANAGEMENT       ,10,0,0,0,0,0,0,0,122195.7,0,0,0,55007.99
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION MANAGEMENT       ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION MANAGEMENT       ,11,0.63,23792.97,3000,83.71,0,0,0.32,0,6301.64,0,0,1189.08
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION MANAGEMENT       ,11,0,0,0,0,0,6556.53,0,0,3750.2,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION MANAGEMENT       ,12,0,0,4894.09,142.87,0,0,0,0,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION MANAGEMENT       ,12,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,PROFESSIONAL SERVICES         ,10,0,0,95271.91,35329.63,0,31202,0,68131.09,88853.01,29600.2,41473.01,1225.95
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,PROFESSIONAL SERVICES         ,11,0,0,0,0,0,0,0,0,0,0,0,40277.29
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,PROFESSIONAL SERVICES         ,12,0,1797.9,0,0,17559.45,0,0,16637.4,0,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION (DB)             ,10,-10923.19,10923.19,162876.47,0,333999.75,226532.81,0,0,55040.06,0,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION (DB)             ,11,0,77574.62,0,0,0,0,0,130.2,0,6.8,0,36315.13
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION (DB)             ,11,0,0,0,0,0,0,0,0,0,0,0,7625.03
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION (DB)             ,12,0,274363.09,21184.42,35943.32,9311.56,0,2754.48,89774.96,0,6644,0,0
AA,JB,00005,Charnock Fund                 ,760,WATER & WASTEWATER (CIP)      ,0878,CONSTRUCTION (DB)             ,12,0,0,0,0,1925.72,0,0,0,0,0,0,2438.88
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,TIRE DERIVED PRODUCT GRANT    ,10,0,0,0,0,0,0,0,0,0,0,0,0
AA,JB,00020,Miscellaneous Grants Fund     ,770,"STRTS, TRFFC CNTRL, PKNG (CIP)",0152,PROP C LR-ST/PKG LOT-FY 07/08 ,10,0,0,0,0,0,0,0,0,0,0,0,0
